Tool,Type,Topic,Language,Input,Format input,Output,Format output,Design,Build,Test,Learn,Country/Node,Sequence (i),Protein structure (o),In_DBTL_Cycle,DB,DT,DL,BT,BL,TL,DBT,DBL,DTL,BTL,DBTL
ExoCarta,Database portal,"Lipids, Functional, regulatory and non-coding RNA, Gene transcripts, Experimental design and studies, Biophysics",Python,,,,,0,0,0,0,Dr. Suresh Mathivanan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stellar,Command-line tool,"Data quality management, Sequence analysis",C++,,,,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BISQUE,Command-line tool,"Data submission, annotation and curation, Gene transcripts",Python,,,,,0,0,0,1,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Re-Annotator,Command-line tool,"Data submission, annotation and curation, Microarray experiment, Gene expression",Perl,,,,,0,0,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ProSpect,Command-line tool,"Proteins, Data management",R,,,,,0,0,0,1,Yudi Pawitan,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kpath,Command-line tool,"Sequence analysis, Sequencing",,,,,,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BATMat,Web application,"Bioinformatics, Computational biology, Biology, Data submission, annotation and curation",,,,,,1,1,0,1,,0,0,1,1,0,1,0,1,0,0,1,0,0,0
A5-miseq,Command-line tool,Sequence assembly,,,,,,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bodil,Desktop application,"Molecular modelling, Data visualisation, Protein structural motifs and surfaces",C++,,,,,1,0,1,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0
MutDB,Web application,"Genetic variation, Proteins, Protein structure analysis, Gene structure",,,,,,0,0,0,0,Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evoker,Desktop application,"Genetics, Genotype and phenotype, Genotyping experiment, GWAS study, Data quality management","Java, Perl",,,,,0,1,1,0,,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FlyRNAi,Database portal,"RNAi experiment, RNA, Compound libraries and screening, Electron microscopy","JavaScript, Java, Perl, SQL, C",,,,,0,0,0,0,Bug report form,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plumed,Plug-in,Structural biology,,,,,,0,0,0,0,"ELIXIR-ITA, Carlo Camilloni",0,0,0,0,0,0,0,0,0,0,0,0,0,0
UniProt ID Mapping,Web application,Data identity and mapping,,,,,,0,0,0,0,"UniProt Consortium, Xavier Watkins",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robetta,Web application,"Structure prediction, NMR, Protein interactions, Structural biology, Molecular modelling",,,,,,1,0,0,0,David Baker,0,0,1,0,0,0,0,0,0,0,0,0,0,0
myExperiment,Web application,"Bioinformatics, Workflows, Literature and language, Molecular interactions, pathways and networks, Structure analysis",,,,,,1,0,0,1,Contact form,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Paratome,Web application,"Immunoproteins, genes and antigens, Sequencing, Small molecules, DNA binding sites, Structure prediction",,,,,,1,1,0,0,Vered Kunik,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PubTator,Web application,"Natural language processing, Data mining, Structure analysis, Data submission, annotation and curation",,,,,,0,0,0,1,Zhiyong Lu,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KAAS,Web application,"Molecular interactions, pathways and networks, Mapping, Data submission, annotation and curation",,,,,,0,0,0,1,Contact Form,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DINIES,Web application,"Small molecules, Molecular interactions, pathways and networks, Protein interactions, Drug discovery, Machine learning",,,,,,1,0,0,1,Feedback Form,0,0,1,0,0,1,0,0,0,0,0,0,0,0
GlycomeDB,Database portal,"Carbohydrates, Proteins, Structure analysis, Data submission, annotation and curation",,,,,,0,0,0,1,Rene Ranzinger,0,0,1,0,0,0,0,0,0,0,0,0,0,0
gpls,"Command-line tool, Library",Statistics and probability,R,,,,,0,0,0,1,BioConductor Package Maintainer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GraphPAC,"Command-line tool, Library","Proteins, Protein modifications, Protein structure analysis",R,,,,,0,0,0,0,Gregory Ryslik,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patchwork,"Command-line tool, Library","Genomics, DNA structural variation",R,Nucleic acid sequence,,Sequence variations,,0,0,0,0,"bils.se, Sebastian Dilorenzo",1,0,0,0,0,0,0,0,0,0,0,0,0,0
NBRP resources,Database portal,"Database management, Zoology, Mapping, Ontology and terminology, Plant biology",,,,,,0,0,0,1,Contact form,0,0,1,0,0,0,0,0,0,0,0,0,0,0
REBASE,Database portal,"Enzymes, DNA, Protein binding sites, DNA binding sites",,,,,,0,0,1,0,Contact form,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Interlab Cell Line Collection Catalogue (ICLC),Database portal,Cell culture collection,PHP,"Cell line name, Data, Sequence signature data, Database entry metadata, Text",Textual format,,,0,0,0,0,"Paola Visconti, USMI, Paolo Romano, Maria Assunta Manniello, Paolo Romano, Maria Assunta Manniello",1,0,0,0,0,0,0,0,0,0,0,0,0,0
ontogetobsolete,Command-line tool,Ontology and terminology,C,,,Ontology term,,0,0,0,0,"EMBOSS Contributors, EMBL-EBI, UK MRC, Wellcome Trust, UK BBSRC, EMBOSS, EMBOSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0
remap,Command-line tool,DNA binding sites,C,"Nucleic acid sequence record, Restriction map",,Nucleic acid features,,0,0,0,0,"EMBOSS Contributors, EMBL-EBI, UK MRC, Wellcome Trust, UK BBSRC, EMBOSS, EMBOSS",1,0,0,0,0,0,0,0,0,0,0,0,0,0
edamisid,Command-line tool,Ontology and terminology,C,,,Ontology metadata,,0,0,0,0,"EMBOSS Contributors, EMBL-EBI, UK MRC, Wellcome Trust, UK BBSRC, EMBOSS, EMBOSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0
goname,Command-line tool,Ontology and terminology,C,,,Ontology metadata,,0,0,0,0,"EMBOSS Contributors, EMBL-EBI, UK MRC, Wellcome Trust, UK BBSRC, EMBOSS, EMBOSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0
ontogetdown,Command-line tool,Ontology and terminology,C,,,Ontology term,,0,0,0,0,"EMBOSS Contributors, EMBL-EBI, UK MRC, Wellcome Trust, UK BBSRC, EMBOSS, EMBOSS",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gviz,"Command-line tool, Library","Genomics, Data visualisation",R,,,,,0,0,1,0,Florian Hahne,0,0,1,0,0,0,0,0,0,0,0,0,0,0
AnyExpress,Desktop application,Gene expression,Java,,,,,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cuneiform,Workbench,"Bioinformatics, Computational biology, Data integration and warehousing, Workflows",Java,Workflow metadata,Workflow format,File name,,1,0,0,1,"Jörgen Brandt, Ulf Leser, Marc Bux, Humboldt-Universität zu Berlin, hu-berlin.de, Jörgen Brandt",0,0,1,0,0,1,0,0,0,0,0,0,0,0
kmx,Command-line tool,Molecular biology,Haskell,Sequence set (nucleic acid),nucleotide,,,0,0,0,0,"imr.no, Ketil Malde, Ketil Malde",1,0,0,0,0,0,0,0,0,0,0,0,0,0
MelanomaMine,Web application,Natural language processing,,,,,,0,0,0,0,"Andrés Cañada, Martin Krallinger, Spanish National Bioinformatics Institute, Spanish Cancer Research Center, cnio.es, Martin Krallinger, Martin Krallinger, Andrés Cañada",0,0,0,0,0,0,0,0,0,0,0,0,0,0
Virtual Folder for Structural Biology Projects,Web application,Biology,,,,,,0,1,0,0,"Tomas Kulhanek, STFC, Instruct, West-Life Horizon 2020, Tomas Kulhanek",0,0,1,0,0,0,0,0,0,0,0,0,0,0
POTAGE,Web application,Transcriptomics,Java,,,,,0,0,1,0,"Radoslaw Suchecki, Nathan S. Watson-Haigh, University of Adelaide, Radoslaw Suchecki, Nathan S. Watson-Haigh",0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reveal,Desktop application,"Molecular modelling, Structure prediction, Protein structure analysis, Protein binding sites",Java,,,,,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SASTBX,Workbench,"Structural biology, Molecular modelling",C,,,,,1,0,0,0,Instruct,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MeRP,Command-line tool,"Pathology, Public health and epidemiology, GWAS study",Python,,,,,0,0,0,0,Benjamin F. Voight,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VariantBam,Command-line tool,"Sequencing, Sequence analysis, Sequence sites, features and motifs",R,,,,,1,1,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0
BGF,Command-line tool,DNA,,,,,,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BoolSpace,Script,Computational biology,,,,,,1,0,0,0,Sriganesh Srihari,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BioSequenceAssembler,Desktop application,"Sequence analysis, Sequencing",C#,,,,,0,1,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MUGBAS,Suite,"Genetics, GWAS study, Genotype and phenotype","R, Python",,,,,0,1,1,0,S. Capomaccio,0,0,1,0,0,0,1,0,0,0,0,0,0,0
stringgaussnet,Command-line tool,"Systems biology, Protein interactions, Molecular interactions, pathways and networks",R,,,,,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
lodGWAS,Command-line tool,"GWAS study, Genetics, Biomarkers",R,,,,,0,1,1,0,Ilja M. Nolte,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Tab2MAGE,Command-line tool,"Microarray experiment, Data submission, annotation and curation, Gene expression",Perl,,,,,0,0,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0
HapZipper,Command-line tool,Data management,"Java, C++",,,,,0,0,0,1,Bader Lab,0,0,1,0,0,0,0,0,0,0,0,0,0,0
H3LooPred,Command-line tool,"Structure prediction, Immunoproteins, genes and antigens, Machine learning","R, Perl, Python",,,,,1,0,0,1,Anna Tramontano,0,0,1,0,0,1,0,0,0,0,0,0,0,0
RDP Pyrosequencing Pipeline,Database portal,Metagenomics,,,,,,0,0,0,0,RDP Staff,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PubServer,Web application,"Gene and protein families, Proteins, Sequence analysis, Molecular modelling",,,,,,1,0,0,0,"Lukasz Jaroszewski, Adam Godzik",0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pseudomonas Genome Database,Database portal,"Pathology, Genetic variation, Genomics, Model organisms",,,,,,0,0,0,0,Pseudomonas Genome DB Support,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protinfo PPC,Web application,"Structure prediction, Protein interactions, Molecular modelling, Molecular interactions, pathways and networks, Sequence composition, complexity and repeats",,,,,,1,0,0,0,Protoinfo Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GRAMM-X,Web application,"Immunoproteins, genes and antigens, Molecular modelling, Structure prediction, Proteins, Protein structural motifs and surfaces","C++, Python",,,,,1,0,0,0,Andrey Tovchigrechko,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vega Annotation Browser,Web application,"Model organisms, Genomics, Sequencing, Data submission, annotation and curation, Human biology",,,,,,0,1,0,1,Contact form,0,0,1,0,0,0,0,1,0,0,0,0,0,0
genefilter,"Command-line tool, Library",Molecular genetics,R,,,,,0,0,0,1,BioConductor Package Maintainer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Barcode generator,Command-line tool,"Sequence composition, complexity and repeats, Sequencing, Data identity and mapping",Python,,,,,0,1,0,0,Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OncoScore,"Command-line tool, Library","Oncology, Literature and language, Genetics",R,,,,,1,1,0,0,Daniele Ramazzotti,0,0,1,1,0,0,0,0,0,0,0,0,0,0
PredUs,Web application,"Protein interactions, Structure prediction, Proteins, Protein structural motifs and surfaces",,,,,,1,0,0,0,Support,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SNVMix,Command-line tool,"DNA polymorphism, Sequencing, Oncology, Statistics and probability",C,,,,,0,1,0,1,Contact,0,0,1,0,0,0,0,1,0,0,0,0,0,0
panp,"Command-line tool, Library","Genetics, Gene expression, Molecular genetics",R,,,,,0,1,1,1,Peter Warren,0,0,1,0,0,0,1,1,1,0,0,0,1,0
PanVizGenerator,"Command-line tool, Library","Data submission, annotation and curation, Genomics","R, JavaScript",,,,,0,0,0,1,Thomas Lin Pedersen,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GeneSelector,"Command-line tool, Library","Genetics, Gene expression",R,,,,,0,1,1,0,Martin Slawski,0,0,1,0,0,0,1,0,0,0,0,0,0,0
PolySearch,Web application,"Small molecules, Pathology, Genetic variation, Molecular interactions, pathways and networks, Metabolomics",Perl,,,,,1,0,1,0,Contact form,0,0,1,0,1,0,0,0,0,0,0,0,0,0
SDM,Web application,"Protein folding, stability and design, Genetic variation, Small molecules, Gene and protein families, Structure prediction",,,,,,1,0,0,0,ARUN PRASAD PANDURANGAN,0,0,1,0,0,0,0,0,0,0,0,0,0,0
BiocStyle,"Command-line tool, Library",Literature and language,R,Tool metadata,Textual format,Tool metadata,"HTML, PDF",1,0,0,0,BioConductor Package Maintainer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
canceR,"Command-line tool, Library","Oncology, Genetics, Data visualisation",R,"Gene expression data, Sequence variations, Sequence features","Gene expression report format, Sequence feature annotation format","Plot, Pathway or network report, Genotype/phenotype report","Textual format, Image format",0,1,1,0,Karim Mezhoud,1,0,1,0,0,0,1,0,0,0,0,0,0,0
flowCHIC,"Command-line tool, Library","Laboratory techniques, Microbiology, Biophysics",R,Experimental measurement,Textual format,"Plot, Score","PNG, Textual format",0,0,0,0,Author: Joachim Schumann,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flowCyBar,"Command-line tool, Library","Laboratory techniques, Data management, Biophysics",R,Experimental measurement,TSV,"Plot, Heat map, Report","Textual format, Image format",0,0,0,1,Joachim Schumann,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ggtree,"Command-line tool, Library","Phylogeny, Data visualisation",R,Phylogenetic tree,"Phylogenetic tree format, Nexus format, Phylip tree format, newick","Phylogenetic tree, Phylogenetic tree image","Phylogenetic tree format, Image format",0,0,1,0,Guangchuang Yu,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pcaExplorer,"Command-line tool, Library","Data visualisation, RNA-Seq, Sequencing, Gene expression",R,,,,,0,1,1,0,Federico Marini,0,0,1,0,0,0,1,0,0,0,0,0,0,0
geneXtendeR,"Command-line tool, Library",ChIP-seq,R,,,,,0,0,0,0,Bohdan Khomtchouk,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IVAS,"Command-line tool, Library","RNA splicing, RNA-Seq",R,"Feature table, RNA sequence",GTF,"Plot, P-value",PNG,0,0,0,0,Seonggyun Han,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LEA,"Command-line tool, Library","Genomics, Ecology, Population genetics, Statistics and probability, GWAS study, DNA polymorphism, Data quality management, Microarray experiment",R,Gene expression matrix,"VCF, PED","Plot, Image","Textual format, Image format",0,0,0,1,Eric Frichot,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pickgene,"Command-line tool, Library","Gene expression, Microarray experiment",R,,,,,0,0,1,0,Brian S. Yandell,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mogsa,"Command-line tool, Library","Omics, Gene expression, Microarray experiment, Oncology",R,"Gene expression data, Microarray metadata",Matrix format,"Heat map, Score, Plot","Matrix format, Image format",0,0,1,0,Chen Meng,0,0,1,0,0,0,0,0,0,0,0,0,0,0
pkgDepTools,"Command-line tool, Library",Computer science,R,,,,,0,0,0,0,Seth Falcon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plethy,"Command-line tool, Library","Endocrinology and metabolism, Human biology",R,,,,,0,0,0,0,Daniel Bottomly,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PatMatch,Web application,"Small molecules, Sequencing, DNA",Perl,,,,,1,1,1,0,PatchMatch Support,0,0,1,1,1,0,1,0,0,1,0,0,0,0
pmm,"Command-line tool, Library","Infectious disease, RNAi experiment, Functional, regulatory and non-coding RNA, Cell biology",R,,,,,0,0,0,0,Anna Drewek,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSEA,"Command-line tool, Library","Gene expression, Data quality management, Personalised medicine",R,Gene expression matrix,Matrix format,Plot,Image format,0,0,1,0,Alexandre Kuhn,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GenomicFiles,"Command-line tool, Library","Data management, Genomics",R,,,,,0,0,0,1,BioConductor Package Maintainer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Genominator,"Command-line tool, Library","Genomics, Data management",R,,,,,0,0,0,1,James Bullard,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DiscoverySpace,Web application,"Gene expression, Gene transcripts, Molecular interactions, pathways and networks",Java,,,,,0,0,1,0,Neil Robertson,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sockeye,Web application,"Comparative genomics, Model organisms, Genomics, Gene transcripts",Java,,,,,1,0,0,0,Steven J.M. Jones,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TRITON,Desktop application,Computational chemistry,C++,PDB model number,,Report,,0,0,0,0,"ELIXIR-CZ, Martin Prokop",0,0,0,0,0,0,0,0,0,0,0,0,0,0
BiP finder,Web application,Data visualisation,,,,,,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3DMem-enzyme,"Script, Workbench","Applied mathematics, Biotechnology, Bioengineering, Enzymes, Biophysics",,,,,,0,0,0,0,Vassilios Burganos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rDGIdb,"Command-line tool, Library","Drug discovery, Compound libraries and screening",R,,,,,0,0,0,0,Thomas Thurnherr,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rfPred,"Command-line tool, Library",Exome sequencing,R,Sequence variations,VCF,Score,TSV,0,0,0,0,Hugo Varet,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RiboProfiling,"Command-line tool, Library",Sequence analysis,R,Sequence range,BAM,Sequence alignment,Alignment format,0,0,0,0,A. Popa,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RTCGA,"Command-line tool, Library","Genomics, Oncology",R,Database search results,Textual format,Database search results,VCF,0,0,0,0,Marcin Kosinski,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seqplots,"Command-line tool, Library","Data visualisation, Genomics",R,"Annotation track, Feature table","BED, GFF, WIG","Heat map, Plot",PDF,0,0,1,0,Przemyslaw Stempor,0,0,1,0,0,0,0,0,0,0,0,0,0,0
STATegRa,"Command-line tool, Library","Data integration and warehousing, Omics",R,Matrix,"TSV, Matrix format",Heat map,Image format,0,0,1,0,"David Gomez-Cabrero, Patricia Sebastián-León, Gordon Ball",0,0,1,0,0,0,0,0,0,0,0,0,0,0
TVTB,"Command-line tool, Library","Genetic variation, Genomics, Data visualisation, Data architecture, analysis and design",R,,,,,0,0,1,0,Kevin Rue-Albrecht,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Uniquorn,"Command-line tool, Library","Oncology, Genomics, Genetic variation, Whole genome sequencing, Exome sequencing",R,,,,,0,0,0,0,'Raik Otto',0,0,0,0,0,0,0,0,0,0,0,0,0,0
yarn,"Command-line tool, Library","RNA-Seq, Transcriptomics, Statistics and probability, Data quality management",R,,,,,0,0,1,1,Joseph N Paulson,0,0,1,0,0,0,0,0,1,0,0,0,0,0
GeneBreak,"Command-line tool, Library","DNA structural variation, Sequence composition, complexity and repeats",R,"Sequence coordinates, Gene report",Textual format,"Plot, Nucleic acid features","Textual format, Image format",0,0,0,0,Evert van den Broek,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BadRegionFinder,"Command-line tool, Library","Sequence analysis, Genomics, Nucleic acids, Proteins",R,,,,,0,0,0,0,Sarah Sandmann,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imetagene,"Command-line tool, Library","Genetics, Sequencing, Experimental design and studies",R,Sequence alignment,"BAM, BED","Plot, Matrix","PNG, PDF",0,1,0,0,Audrey Lemacon,1,0,1,0,0,0,0,0,0,0,0,0,0,0
metagene,"Command-line tool, Library",Genetics,R,Sequence alignment,"BAM, BED",Plot,Image format,0,1,0,0,Charles Joly Beauparlant,1,0,1,0,0,0,0,0,0,0,0,0,0,0
genphen,"Command-line tool, Library","Genotype and phenotype, Genetic variation, GWAS study",R,,,,,0,0,1,0,Simo Kitanovski,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GenRank,"Command-line tool, Library",Genetics,R,,,,,0,1,0,0,Chakravarthi Kanduri,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GEOsubmission,"Command-line tool, Library",Microarray experiment,R,,,,,0,0,0,0,Alexandre Kuhn,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pegasys,Web application,"Software engineering, Sequence analysis, DNA, Gene transcripts","Java, C++",,,,,0,1,1,0,Contact Form,0,0,1,0,0,0,1,0,0,0,0,0,0,0
myvariant,"Command-line tool, Library","Protein variants, Bioinformatics",R,"Database cross-mapping, Matrix",VCF,"ID list, Database cross-mapping",Matrix format,0,0,0,1,Chunlei Wu,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SummarizedExperiment,"Command-line tool, Library","Microarray experiment, Sequencing",,Nucleic acid sequence record,Matrix format,Gene expression matrix,Matrix format,0,1,0,0,BioConductor Package Maintainer,1,0,1,0,0,0,0,0,0,0,0,0,0,0
pvca,"Command-line tool, Library","Microarray experiment, Data quality management",R,Raw microarray data,"cel, affymetrix, dat","Processed microarray data, Plot",Image format,0,0,0,0,Jianying LI,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sva,"Command-line tool, Library",Data quality management,R,Experimental measurement,Matrix format,"Plot, P-value",Image format,0,0,0,0,"Jeffrey T. Leek, John D. Storey, W. Evan Johnson",0,0,0,0,0,0,0,0,0,0,0,0,0,0
SVAPLSseq,"Command-line tool, Library","RNA-Seq, Gene expression",R,,,,,0,0,1,0,Sutirtha Chakraborty,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ChemmineOB,"Command-line tool, Library",Cheminformatics,R,"Small molecule structure, Molecular property (general)",Textual format,"Small molecule structure, Molecular property (general)",Textual format,0,0,0,0,Thomas Girke,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alignment-Annotator,Web application,"Molecular interactions, pathways and networks, Sequence analysis, Data visualisation, Sequencing",Java,,,,,0,1,1,0,Christoph Gille,0,0,1,0,0,0,1,0,0,0,0,0,0,0
PHIRE,Web application,"Gene regulation, Genomics, Sequencing, Protein interaction experiment, Sequence analysis",Visual Basic,,,,,0,1,0,0,Rob Lavigne,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FeatureExtract,Web application,"Gene transcripts, Sequence sites, features and motifs, DNA, Protein sites, features and motifs",,,,,,1,0,1,0,FeatureExtract Support,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BioSemantics Suite,Suite,Data management,,,,,,0,0,0,1,BioCatalogue,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CRUNCH,Web application,"Sequence sites, features and motifs, Systems biology, ChIP-seq",,,,,,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PACMAN,Web application,Sequence analysis,,"Sequence set (nucleic acid), Nucleic acid report","FASTA, GFF",Image,"PNG, PDF",0,0,0,0,SIB Swiss Institute of Bioinformatics,1,0,0,0,0,0,0,0,0,0,0,0,0,0
